Driver_ID,MMM-YY,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating,target_label
711,12/01/20,29.0,0.0,C18,0,31182,28/12/20,,1,1,0,1,0
712,12/01/20,34.0,0.0,C5,1,83615,21/08/20,,3,3,1742320,3,0
713,12/01/20,29.0,0.0,C12,0,69388,30/01/18,,1,2,36389370,4,0
714,10/01/20,35.0,0.0,C13,2,81352,11/08/19,10/12/20,3,3,3050100,1,1
715,12/01/20,41.0,0.0,C4,1,34780,19/12/20,,2,2,0,1,0
716,12/01/20,44.0,0.0,C1,1,63352,11/10/17,,1,3,34913070,3,0
718,12/01/20,27.0,0.0,C15,2,67490,26/04/16,,1,3,23542730,4,0
721,12/01/20,34.0,0.0,C19,2,101880,29/05/20,,3,3,5003700,3,0
722,05/01/19,37.0,0.0,C9,1,37839,13/11/18,05/07/19,2,2,1724200,1,1
723,12/01/20,33.0,0.0,C17,1,42243,27/07/18,,1,1,11318750,1,0
724,12/01/20,32.0,1.0,C1,2,36430,13/09/20,12/04/20,2,2,0,1,1
725,12/01/20,29.0,0.0,C20,0,19456,08/07/20,12/08/20,1,1,211440,1,1
726,09/01/19,30.0,1.0,C18,1,51497,01/09/17,21/09/19,1,1,2330430,1,1
727,12/01/19,39.0,0.0,C22,2,44720,21/05/19,21/12/19,2,2,1296780,2,1
729,11/01/20,33.0,0.0,C28,0,40531,09/04/20,31/10/20,2,2,0,1,1
731,03/01/19,35.0,1.0,C2,0,19290,22/09/18,03/03/19,1,1,228920,1,1
733,12/01/20,23.0,1.0,C6,0,13937,14/12/20,,1,1,0,1,0
734,12/01/20,35.0,1.0,C22,2,88414,24/10/19,,3,3,5958340,1,0
735,01/01/20,38.0,1.0,C12,1,110490,08/08/19,01/10/20,4,4,1450000,1,1
736,05/01/19,27.0,1.0,C15,2,81944,10/03/18,05/07/19,1,1,665120,1,1
737,12/01/20,40.0,0.0,C19,0,24752,08/09/20,,3,3,388710,1,0
738,06/01/20,26.0,0.0,C8,1,41980,05/05/20,13/06/20,2,2,0,1,1
739,05/01/19,30.0,1.0,C20,0,108768,19/06/17,05/09/19,1,3,382150,2,1
740,12/01/20,37.0,0.0,C3,1,46131,06/12/20,,1,1,1187640,2,0
742,12/01/20,34.0,0.0,C13,1,84637,09/06/20,12/01/20,3,3,0,1,1
743,05/01/20,36.0,0.0,C10,0,73273,01/03/20,,2,2,0,1,0
744,08/01/19,27.0,0.0,C20,2,43322,21/01/18,29/07/19,1,1,1520540,1,1
745,11/01/19,30.0,0.0,C11,2,62042,24/10/19,11/05/19,2,2,0,1,1
747,12/01/19,32.0,1.0,C17,1,58943,25/11/16,30/11/19,1,2,6576490,2,1
748,12/01/20,31.0,1.0,C20,0,50210,28/11/20,,3,3,0,1,0
751,12/01/20,27.0,0.0,C22,0,105510,15/11/20,,3,3,0,1,0
752,12/01/20,43.0,0.0,C23,2,56243,05/03/20,,2,2,2041340,2,0
753,12/01/20,35.0,0.0,C16,1,59656,16/10/17,,2,2,23441990,4,0
754,12/01/20,29.0,0.0,C29,0,44820,18/10/20,,2,2,0,1,0
755,02/01/20,36.0,0.0,C8,1,25894,30/12/19,,3,3,0,1,0
756,09/01/19,29.0,1.0,C4,1,57476,26/05/19,30/08/19,3,3,488410,1,1
757,09/01/19,35.0,0.0,C27,0,63181,07/11/17,22/09/19,1,3,4220370,1,1
758,08/01/20,34.0,0.0,C15,1,54288,31/08/19,29/07/20,2,2,3721270,1,1
759,04/01/20,42.0,0.0,C26,1,87182,12/08/19,04/07/20,3,3,0,1,1
761,07/01/20,23.0,0.0,C10,2,69449,06/12/20,07/03/20,2,2,0,1,1
762,12/01/20,35.0,0.0,C27,2,35024,26/04/16,,1,2,8862230,2,0
763,12/01/20,32.0,0.0,C5,2,22913,21/11/20,,1,1,0,1,0
764,03/01/19,37.0,1.0,C26,1,18285,30/11/18,03/12/19,1,1,386590,1,1
765,12/01/20,47.0,1.0,C8,1,123216,28/11/16,,1,4,34007130,2,0
766,12/01/20,31.0,1.0,C8,1,28308,29/07/19,,1,1,8598800,3,0
767,11/01/19,39.0,1.0,C2,0,85693,23/05/17,31/10/19,1,3,3880190,1,1
768,12/01/20,24.0,1.0,C26,1,87853,25/04/20,13/12/20,1,1,8595450,2,1
769,12/01/20,36.0,0.0,C11,1,107149,11/01/20,,3,3,0,1,0
770,01/01/20,26.0,0.0,C26,0,18544,07/05/19,,2,2,1750310,1,0
771,08/01/20,36.0,0.0,C5,1,45071,07/11/20,29/07/20,2,2,0,1,1
772,12/01/20,30.0,0.0,C29,2,75986,07/08/19,,3,3,17467630,4,0
773,02/01/20,30.0,0.0,C29,0,51600,28/10/19,02/01/20,2,2,0,1,1
776,12/01/20,37.0,1.0,C8,1,63587,06/09/20,12/01/20,2,2,1818860,2,1
777,07/01/20,30.0,1.0,C22,2,70816,28/11/19,24/07/20,2,2,1445280,1,1
778,07/01/20,31.0,0.0,C9,1,38990,13/06/19,07/12/20,2,2,1923530,1,1
779,06/01/20,35.0,1.0,C23,2,23182,04/05/20,24/06/20,1,1,0,1,1
781,08/01/20,41.0,1.0,C23,2,82503,21/12/19,29/07/20,3,3,712590,1,1
782,12/01/20,36.0,1.0,C29,1,42314,14/06/20,,2,2,3360700,3,0
783,02/01/20,49.0,0.0,C3,2,76195,12/10/15,23/02/20,1,2,6521890,1,1
784,05/01/20,41.0,0.0,C17,2,100303,04/06/20,05/05/20,3,3,0,1,1
785,12/01/20,31.0,0.0,C26,1,54209,17/07/20,,2,2,2431500,2,0
787,10/01/20,35.0,0.0,C26,1,75467,30/08/19,25/10/20,3,3,2007550,1,1
789,12/01/20,40.0,1.0,C22,0,72265,27/11/18,,2,3,36806180,4,0
790,05/01/20,31.0,0.0,C12,1,40253,11/11/18,19/05/20,2,2,5522460,1,1
791,12/01/20,36.0,1.0,C4,0,84961,15/10/15,,2,3,38028190,4,0
792,02/01/20,32.0,1.0,C19,2,48639,12/10/19,17/02/20,2,2,0,1,1
793,12/01/20,26.0,1.0,C7,2,92670,30/10/20,,3,3,127800,1,0
794,07/01/19,33.0,0.0,C21,2,60252,28/05/15,14/07/19,2,2,4315560,1,1
796,10/01/19,32.0,0.0,C26,2,50434,11/08/15,28/09/19,2,2,5353970,1,1
797,05/01/19,33.0,0.0,C24,2,29689,08/10/18,14/05/19,1,1,1193450,1,1
798,01/01/19,37.0,0.0,C27,0,34849,29/08/18,01/09/19,2,2,0,1,1
799,04/01/20,34.0,1.0,C21,1,30951,12/06/19,29/03/20,2,2,456480,1,1
800,01/01/20,36.0,0.0,C6,0,49614,30/06/19,01/10/20,2,2,618510,1,1
801,12/01/20,39.0,0.0,C29,1,62810,21/08/20,,3,3,927300,2,0
802,12/01/20,29.0,0.0,C20,2,63080,12/12/20,,3,3,0,1,0
803,08/01/20,27.0,0.0,C11,2,62232,14/04/20,29/07/20,1,1,0,1,1
804,09/01/20,30.0,0.0,C23,2,46600,11/11/19,09/01/20,2,2,4081830,1,1
805,07/01/19,24.0,0.0,C16,1,17676,13/01/19,28/06/19,1,1,1542500,1,1
806,12/01/20,40.0,1.0,C8,0,78647,06/02/20,,3,3,2567880,1,0
807,12/01/20,32.0,1.0,C25,1,81547,10/11/20,18/12/20,3,3,0,1,1
808,09/01/20,33.0,0.0,C15,1,49914,15/05/20,13/09/20,3,3,0,1,1
810,12/01/20,25.0,0.0,C17,1,45531,12/04/20,,2,2,153540,1,0
811,03/01/20,30.0,0.0,C26,2,66017,31/10/19,03/08/20,2,2,1005120,1,1
812,02/01/19,31.0,0.0,C15,2,42395,10/05/18,30/01/19,1,1,0,1,1
813,04/01/20,33.0,1.0,C27,0,31787,03/02/20,04/07/20,2,2,0,1,1
814,12/01/20,30.0,0.0,C16,2,56133,16/11/20,,1,1,0,1,0
816,12/01/20,41.0,0.0,C8,2,55115,12/12/20,,2,2,0,1,0
818,02/01/20,32.0,1.0,C22,2,26850,08/08/19,02/03/20,2,2,820140,1,1
819,12/01/20,41.0,0.0,C15,1,114358,11/01/13,,2,4,34495110,2,0
820,05/01/20,39.0,0.0,C14,2,59166,23/05/18,16/05/20,1,1,9000520,1,1
821,08/01/19,29.0,1.0,C12,2,113120,16/08/15,26/08/19,1,3,3435990,1,1
822,10/01/19,31.0,1.0,C23,0,42601,20/07/19,10/03/19,1,1,0,1,1
824,12/01/20,40.0,1.0,C9,0,32446,14/12/20,,1,1,0,1,0
825,12/01/20,36.0,1.0,C6,2,64187,12/11/20,,3,3,0,1,0
826,07/01/19,28.0,0.0,C24,0,70740,05/09/18,07/12/19,1,2,931110,1,1
827,03/01/20,33.0,0.0,C28,2,67113,13/12/19,16/03/20,2,2,388440,1,1
828,12/01/20,34.0,0.0,C21,0,63298,01/02/20,,3,3,4702900,2,0
829,10/01/19,38.0,1.0,C15,0,55313,06/09/19,10/04/19,3,3,523440,1,1
830,09/01/19,27.0,0.0,C3,2,80746,20/07/18,14/09/19,1,2,2966980,1,1
831,12/01/19,32.0,0.0,C2,2,42588,21/07/19,12/10/19,1,1,543220,2,1
832,12/01/20,42.0,1.0,C16,0,58747,06/03/18,,1,1,15440080,4,0
834,12/01/20,36.0,0.0,C20,1,83969,12/07/20,,3,3,0,1,0
835,12/01/20,29.0,0.0,C26,1,66179,12/12/19,,2,2,5377060,1,0
836,05/01/19,41.0,0.0,C29,0,63636,30/01/18,18/05/19,2,2,2452190,1,1
838,02/01/19,41.0,1.0,C11,2,52632,10/03/18,02/10/19,1,1,101070,1,1
839,01/01/20,47.0,0.0,C16,0,53383,08/08/19,01/02/20,2,2,485450,1,1
840,12/01/20,40.0,1.0,C8,0,88813,07/11/14,,1,4,17134040,2,0
841,11/01/20,33.0,1.0,C20,1,58199,08/09/20,11/07/20,2,2,0,1,1
842,02/01/20,37.0,0.0,C18,1,121419,26/07/15,22/02/20,1,4,28562340,2,1
843,07/01/20,30.0,1.0,C15,1,56035,20/02/18,07/04/20,1,2,13627070,1,1
844,12/01/19,31.0,0.0,C26,0,21212,15/08/19,12/05/19,1,1,150160,1,1
845,12/01/20,46.0,0.0,C28,1,22019,30/05/20,12/11/20,2,2,1453360,2,1
847,03/01/20,30.0,0.0,C12,1,40409,26/09/19,13/03/20,2,2,0,1,1
848,12/01/20,28.0,1.0,C28,1,45871,02/11/20,,2,2,3791340,1,0
849,11/01/20,33.0,1.0,C20,1,77903,07/10/20,11/10/20,3,3,1835070,3,1
850,06/01/20,36.0,0.0,C1,2,113038,21/06/15,06/02/20,2,4,6883410,1,1
851,02/01/19,34.0,0.0,C13,1,39131,30/11/18,02/05/19,1,1,101850,1,1
852,06/01/20,23.0,0.0,C21,1,70731,04/04/20,06/12/20,2,2,0,1,1
853,12/01/20,33.0,1.0,C13,0,29584,15/08/20,12/04/20,2,2,0,1,1
855,08/01/20,35.0,0.0,C17,0,83524,05/09/20,29/07/20,2,2,0,1,1
856,01/01/20,37.0,1.0,C22,0,87661,26/04/16,20/01/20,1,3,8687010,1,1
858,10/01/20,37.0,0.0,C21,1,75541,17/05/20,10/11/20,2,2,504150,1,1
859,05/01/19,23.0,0.0,C17,2,26151,01/05/19,25/05/19,1,1,1121790,1,1
860,02/01/19,38.0,0.0,C20,0,45269,07/03/18,25/02/19,1,1,378640,1,1
863,01/01/20,32.0,1.0,C29,2,40295,24/08/19,30/12/19,1,1,126010,1,1
864,09/01/19,36.0,1.0,C27,1,91602,20/06/19,31/08/19,2,4,0,1,1
865,12/01/20,30.0,1.0,C10,2,122941,06/07/20,,3,3,3150620,2,0
866,07/01/19,47.0,0.0,C2,0,29151,02/09/19,27/07/19,1,1,763920,1,1
867,12/01/20,30.0,1.0,C1,0,35803,28/09/20,,2,2,3357550,4,0
868,04/01/19,24.0,1.0,C28,0,34497,12/07/18,13/04/19,2,2,-645150,1,1
869,07/01/19,37.0,0.0,C8,0,28575,12/08/18,29/06/19,1,1,487460,1,1
870,12/01/20,37.0,1.0,C29,1,93000,23/07/15,,1,3,15298690,3,0
871,04/01/20,37.0,1.0,C27,0,52753,20/01/20,30/03/20,2,2,0,1,1
872,01/01/19,32.0,0.0,C28,2,19791,16/10/18,01/01/19,1,1,0,1,1
873,08/01/20,33.0,1.0,C28,2,134302,23/03/19,29/07/20,1,4,32819830,3,1
874,07/01/20,37.0,0.0,C24,0,75133,14/04/20,14/07/20,3,3,0,1,1
875,12/01/20,36.0,1.0,C4,1,93822,14/08/20,,3,3,0,1,0
876,08/01/19,22.0,1.0,C25,0,39442,07/07/18,08/08/19,1,2,2778590,1,1
877,01/01/19,32.0,0.0,C21,0,94770,08/08/18,13/01/19,2,2,0,1,1
879,07/01/19,38.0,0.0,C8,0,55443,07/03/18,30/06/19,1,2,2586520,1,1
881,03/01/19,32.0,0.0,C16,0,61069,06/04/18,28/03/19,2,2,1903080,2,1
882,09/01/20,31.0,0.0,C13,0,94945,10/12/13,20/09/20,2,4,1353210,1,1
883,02/01/19,32.0,0.0,C27,0,50863,19/10/18,02/09/19,1,1,100240,1,1
885,12/01/20,39.0,1.0,C21,2,44241,10/09/20,,2,2,251150,1,0
886,02/01/19,36.0,1.0,C2,2,31954,23/09/18,02/01/19,1,1,0,1,1
887,11/01/20,25.0,0.0,C14,1,23745,11/05/19,30/10/20,1,1,3201180,1,1
888,12/01/20,31.0,0.0,C1,1,57266,16/06/18,,1,2,20976830,4,0
889,12/01/20,32.0,0.0,C28,1,47988,28/06/20,,3,3,1100030,1,0
890,08/01/20,34.0,1.0,C5,0,43463,07/08/17,29/07/20,1,1,5995150,3,1
892,12/01/19,35.0,1.0,C3,0,51725,09/10/17,13/12/19,2,2,6967160,3,1
893,12/01/20,50.0,1.0,C10,0,73308,27/05/16,,1,2,17369610,2,0
894,03/01/19,37.0,0.0,C28,0,45342,01/05/19,03/12/19,3,3,0,1,1
895,03/01/20,31.0,0.0,C14,2,34868,13/09/19,03/02/20,1,1,271120,1,1
896,02/01/19,32.0,1.0,C18,2,22680,21/08/18,24/02/19,1,1,362330,1,1
897,04/01/19,51.0,0.0,C4,1,38502,29/10/18,29/03/19,1,1,4128080,1,1
899,03/01/19,29.0,0.0,C20,0,28565,16/06/18,15/03/19,1,1,307100,1,1
901,09/01/19,32.0,1.0,C8,1,41382,11/07/18,22/09/19,2,2,1355620,1,1
902,12/01/20,28.0,0.0,C28,1,55857,09/04/20,,2,2,0,1,0
904,12/01/20,41.0,1.0,C26,1,101179,06/05/18,,3,3,17866060,1,0
905,11/01/20,31.0,0.0,C1,0,43831,31/07/20,24/11/20,2,2,0,1,1
906,12/01/20,36.0,1.0,C18,1,108997,30/08/19,,3,3,10697010,3,0
907,11/01/19,36.0,1.0,C20,1,39104,08/08/19,11/09/19,1,1,0,1,1
908,10/01/20,47.0,0.0,C4,1,33883,21/10/18,10/10/20,1,2,10493340,2,1
909,03/01/19,49.0,0.0,C19,1,58807,07/11/18,17/03/19,2,2,740200,1,1
910,10/01/19,36.0,0.0,C2,2,44326,21/09/18,18/10/19,1,1,3821920,1,1
912,04/01/20,38.0,0.0,C8,0,65995,14/12/19,04/05/20,3,3,0,1,1
913,12/01/20,30.0,0.0,C26,1,72974,15/12/20,,3,3,0,1,0
914,12/01/19,26.0,1.0,C5,2,45234,09/12/19,15/12/19,1,1,0,1,1
915,08/01/19,46.0,0.0,C2,0,18512,28/01/16,08/10/19,1,1,2115160,2,1
916,10/01/19,25.0,0.0,C15,0,30136,09/01/19,15/10/19,1,1,0,1,1
917,12/01/19,25.0,0.0,C22,2,60391,30/05/19,23/12/19,1,1,1066070,1,1
918,09/01/20,25.0,1.0,C4,2,20379,30/08/20,09/05/20,1,1,0,1,1
919,11/01/20,28.0,1.0,C13,2,39854,08/07/20,11/01/20,2,2,0,1,1
920,12/01/19,30.0,0.0,C1,0,46117,14/10/19,,2,2,0,1,0
921,01/01/20,34.0,1.0,C11,2,55630,14/11/19,16/01/20,2,2,0,1,1
922,03/01/19,34.0,1.0,C25,1,47484,19/10/18,03/05/19,1,1,303580,1,1
923,02/01/20,31.0,1.0,C29,2,70339,01/02/20,30/01/20,2,2,0,1,1
924,11/01/19,25.0,0.0,C24,2,60056,05/08/18,11/04/19,2,2,3958550,2,1
926,12/01/20,49.0,0.0,C4,0,21646,01/07/16,,1,2,13197400,2,0
927,10/01/20,29.0,0.0,C29,2,61371,05/04/20,18/10/20,1,1,1130280,1,1
928,02/01/20,33.0,1.0,C2,0,67236,20/01/20,02/09/20,3,3,0,1,1
929,01/01/19,31.0,0.0,C4,1,20245,14/07/18,31/12/18,2,2,0,1,1
930,01/01/19,37.0,1.0,C7,2,37285,16/10/18,01/02/19,1,1,-101180,1,1
931,07/01/20,29.0,1.0,C12,0,59393,11/01/19,24/07/20,3,3,5512220,3,1
933,12/01/20,36.0,1.0,C19,1,75765,11/07/19,,3,3,12072740,4,0
935,08/01/19,39.0,1.0,C20,0,23823,22/10/18,19/08/19,1,1,12941580,1,1
936,12/01/20,27.0,0.0,C3,2,42607,09/05/20,,1,1,452140,1,0
937,05/01/19,32.0,0.0,C13,0,36846,05/07/18,05/12/19,1,2,522630,1,1
938,08/01/20,34.0,1.0,C4,2,70330,03/04/20,29/07/20,3,3,1098190,1,1
939,02/01/20,45.0,1.0,C22,0,87153,30/07/15,25/02/20,1,4,6333350,1,1
940,10/01/20,23.0,1.0,C22,2,69972,05/01/20,17/10/20,1,1,423240,2,1
941,10/01/20,36.0,1.0,C14,1,100893,05/08/20,28/09/20,3,3,523320,1,1
942,04/01/20,29.0,0.0,C28,2,40688,13/02/20,22/04/20,2,2,0,1,1
943,12/01/20,53.0,0.0,C22,0,24923,29/09/18,,1,1,23230860,4,0
944,07/01/19,36.0,1.0,C20,0,93093,07/11/17,19/07/19,1,3,2084090,1,1
945,12/01/20,40.0,1.0,C3,2,83025,29/05/15,,2,3,25943780,2,0
946,12/01/20,44.0,0.0,C22,1,58803,25/04/16,,1,2,18653790,3,0
947,09/01/20,30.0,1.0,C6,1,74402,04/12/20,19/09/20,3,3,983740,1,1
948,03/01/19,35.0,1.0,C12,2,24634,01/09/19,03/12/19,1,1,0,1,1
949,06/01/20,25.0,1.0,C24,2,31392,23/05/20,27/06/20,1,1,0,1,1
951,07/01/20,41.0,0.0,C13,0,70478,31/10/19,13/07/20,3,3,0,1,1
952,12/01/20,37.0,0.0,C18,0,27483,28/11/20,,1,1,200020,2,0
953,09/01/19,26.0,0.0,C13,0,17253,06/01/19,09/05/19,1,1,0,1,1
954,12/01/20,31.0,0.0,C13,0,43996,29/08/14,,1,2,25951520,3,0
955,06/01/20,33.0,0.0,C10,2,99893,30/03/20,06/08/20,3,3,0,1,1
956,12/01/20,30.0,0.0,C22,1,29492,19/10/19,,2,2,6383030,4,0
958,12/01/20,35.0,0.0,C22,0,50799,06/05/20,28/11/20,2,2,320760,1,1
959,12/01/20,34.0,1.0,C17,1,85685,31/07/20,,3,3,1147200,2,0
960,12/01/20,39.0,1.0,C3,2,107936,06/12/20,,3,3,4933750,3,0
961,02/01/19,42.0,1.0,C26,2,35996,14/12/18,02/05/19,1,1,0,1,1
962,01/01/19,37.0,0.0,C9,1,45278,12/08/18,13/01/19,1,1,0,1,1
963,12/01/20,40.0,0.0,C16,1,48483,30/10/20,,1,1,0,1,0
964,12/01/19,31.0,0.0,C8,0,46679,07/11/19,15/12/19,2,2,0,1,1
965,04/01/19,42.0,0.0,C20,2,74516,13/05/16,26/04/19,1,2,3676150,1,1
967,01/01/19,45.0,0.0,C11,2,59526,10/05/18,31/12/18,2,2,0,1,1
968,05/01/19,26.0,0.0,C4,1,20785,17/09/18,29/04/19,1,1,636910,1,1
970,12/01/20,38.0,0.0,C4,0,83350,28/09/20,28/11/20,3,3,0,1,1
971,02/01/19,26.0,0.0,C29,2,61982,30/11/18,02/01/19,3,3,201820,1,1
972,07/01/19,52.0,0.0,C1,0,47194,25/01/16,30/06/19,1,2,1978160,1,1
973,12/01/20,47.0,0.0,C22,0,90484,23/07/15,,1,3,22388420,3,0
974,05/01/19,23.0,1.0,C8,1,30461,08/03/18,30/04/19,1,1,2537350,1,1
975,01/01/20,38.0,1.0,C7,1,33721,22/09/19,28/01/20,1,1,347470,1,1
977,10/01/20,31.0,1.0,C16,1,28297,10/04/19,21/10/20,1,1,13942630,1,1
978,04/01/19,32.0,0.0,C12,2,60185,01/05/19,23/04/19,2,2,1109860,1,1
979,02/01/20,28.0,1.0,C23,2,41620,21/07/19,13/02/20,1,1,2300090,2,1
980,12/01/20,36.0,0.0,C27,2,49277,28/09/20,12/08/20,2,2,0,1,1
981,12/01/20,40.0,1.0,C14,0,72118,30/06/20,,3,3,1118270,1,0
982,12/01/20,31.0,0.0,C12,1,60672,31/07/20,,3,3,309120,1,0
984,04/01/20,29.0,0.0,C22,2,53058,20/05/18,13/04/20,1,2,15626920,1,1
985,09/01/19,28.0,0.0,C25,1,49031,12/11/16,09/10/19,1,1,1267940,1,1
988,12/01/20,35.0,0.0,C10,1,60797,08/04/20,,3,3,0,1,0
990,12/01/20,43.0,1.0,C17,1,119806,12/06/15,,1,4,30755460,2,0
991,12/01/20,31.0,0.0,C23,1,61823,01/04/20,,2,2,16187110,3,0
992,12/01/20,46.0,0.0,C7,1,52083,20/07/19,,1,1,4961340,2,0
994,04/01/19,32.0,0.0,C20,2,39502,25/12/17,23/04/19,2,2,1539590,1,1
995,06/01/19,31.0,0.0,C17,1,69418,05/01/16,30/05/19,1,3,1272730,1,1
996,02/01/19,37.0,0.0,C6,2,46134,18/05/18,02/06/19,1,1,213560,1,1
997,07/01/19,28.0,0.0,C14,0,40654,21/10/17,28/06/19,2,2,1933470,1,1
998,05/01/19,32.0,0.0,C19,0,37617,06/02/18,23/05/19,1,1,1033030,1,1
999,12/01/20,23.0,1.0,C20,1,36811,05/05/20,,2,2,1908000,2,0
1000,04/01/20,28.0,1.0,C3,2,56016,28/11/19,25/04/20,1,1,0,1,1
1001,09/01/19,38.0,1.0,C25,2,127070,01/12/18,30/08/19,2,3,1646640,1,1
1002,03/01/19,29.0,0.0,C3,0,58277,28/12/18,03/04/19,1,1,194320,1,1
1003,05/01/19,28.0,0.0,C18,0,11706,24/08/18,05/05/19,1,1,570460,1,1
1004,05/01/19,31.0,0.0,C14,0,58588,18/11/18,05/02/19,2,2,424460,1,1
1005,02/01/19,30.0,1.0,C8,0,58540,08/10/18,15/02/19,1,1,0,1,1
1007,11/01/20,31.0,0.0,C20,2,87810,05/03/20,13/11/20,2,2,675360,1,1
1008,03/01/20,23.0,0.0,C27,1,33831,29/11/19,03/11/20,1,1,0,1,1
1009,05/01/20,41.0,1.0,C19,0,65464,29/08/19,05/11/20,3,3,1643990,1,1
1010,10/01/20,34.0,1.0,C27,1,120188,27/09/13,10/02/20,1,4,41669570,1,1
1011,10/01/20,31.0,0.0,C12,2,76776,07/11/20,16/10/20,2,2,555150,1,1
1012,10/01/20,39.0,0.0,C8,0,50281,24/06/20,28/09/20,3,3,0,1,1
1013,12/01/20,29.0,1.0,C14,2,30930,29/08/19,,1,1,8706130,3,0
1014,12/01/20,26.0,0.0,C2,0,60396,28/09/20,,3,3,883390,2,0
1015,12/01/20,32.0,0.0,C9,2,87047,08/03/20,,3,3,181670,1,0
1016,06/01/19,47.0,1.0,C12,2,82704,15/10/15,24/06/19,1,2,1438860,2,1
1017,09/01/19,41.0,1.0,C14,2,57869,17/09/15,22/09/19,2,2,2398470,1,1
1019,12/01/20,32.0,1.0,C19,2,32652,27/09/20,,2,2,0,1,0
1020,10/01/19,38.0,0.0,C24,1,22245,07/12/19,25/10/19,3,3,400000,2,1
1021,11/01/20,38.0,0.0,C29,0,25106,20/06/20,31/10/20,1,1,0,1,1
1023,07/01/20,27.0,0.0,C26,2,79926,24/12/19,30/06/20,3,3,1477210,1,1
1024,06/01/20,27.0,1.0,C19,2,24582,05/09/20,06/07/20,1,1,0,1,1
1026,12/01/20,27.0,0.0,C4,2,48868,17/11/20,,1,1,0,1,0
1027,08/01/19,25.0,1.0,C19,1,27607,08/05/19,25/08/19,1,1,0,1,1
1028,09/01/20,26.0,0.0,C15,2,63844,14/06/20,27/09/20,2,2,0,1,1
1029,12/01/20,24.0,0.0,C17,0,20363,18/12/20,,1,1,0,1,0
1030,01/01/19,28.0,0.0,C2,2,20101,22/09/18,01/09/19,1,1,0,1,1
1031,12/01/20,45.0,0.0,C7,1,68434,11/07/14,,2,3,24743820,2,0
1032,12/01/20,30.0,0.0,C7,0,17000,31/07/20,,1,1,1121670,2,0
1033,10/01/20,28.0,0.0,C12,0,41705,16/11/19,16/10/20,1,1,3250190,1,1
1035,07/01/20,38.0,1.0,C7,2,51680,18/08/18,24/07/20,2,2,9611290,4,1
1036,07/01/20,39.0,1.0,C17,2,32263,20/04/20,21/07/20,3,3,0,1,1
1037,12/01/20,37.0,1.0,C10,2,135414,27/04/16,,1,4,37135780,2,0
1038,02/01/20,31.0,0.0,C4,1,21543,11/11/19,31/01/20,3,3,204150,1,1
1039,12/01/20,45.0,0.0,C26,1,138069,07/05/15,,2,4,26646720,2,0
1040,10/01/19,32.0,0.0,C11,2,62748,09/08/19,17/10/19,2,2,0,1,1
1041,11/01/20,38.0,1.0,C18,1,49443,19/06/20,16/11/20,3,3,244200,1,1
1043,12/01/20,34.0,0.0,C12,1,93121,14/05/15,,2,3,18248240,2,0
1046,11/01/19,34.0,0.0,C2,2,76198,10/11/13,24/11/19,2,3,10479300,3,1
1048,11/01/20,37.0,1.0,C1,2,52668,17/07/20,13/11/20,2,2,0,1,1
1049,06/01/20,28.0,0.0,C26,2,37278,05/09/18,19/06/20,1,1,9828090,1,1
1050,12/01/20,32.0,1.0,C28,1,35462,01/07/18,,1,2,14899610,3,0
1051,12/01/20,34.0,1.0,C5,2,77483,30/04/16,,1,2,14676410,3,0
1054,12/01/20,37.0,1.0,C2,1,92940,08/09/20,,3,3,989800,1,0
1055,02/01/19,33.0,0.0,C6,2,70772,26/05/18,02/09/19,2,2,250000,1,1
1056,12/01/20,32.0,0.0,C5,2,92713,09/11/20,,2,2,4931940,4,0
1057,12/01/20,33.0,0.0,C29,1,52553,11/12/19,,3,3,12132870,4,0
1058,06/01/20,37.0,1.0,C7,0,47696,30/12/19,24/06/20,2,2,754590,1,1
1059,05/01/19,28.0,0.0,C2,2,45330,13/07/18,30/04/19,1,1,219800,1,1
1060,01/01/20,32.0,0.0,C29,1,80290,18/08/19,21/01/20,2,2,0,1,1
1061,05/01/20,27.0,0.0,C10,1,24932,27/12/19,25/05/20,1,1,0,1,1
1062,05/01/20,29.0,1.0,C5,0,69071,30/03/20,05/10/20,2,2,0,1,1
1063,12/01/20,37.0,0.0,C20,2,82503,30/11/19,18/12/20,3,3,5029620,1,1
1064,05/01/20,34.0,0.0,C27,0,104966,18/07/19,23/05/20,3,3,0,1,1
1065,09/01/19,46.0,0.0,C4,2,76467,27/09/13,22/09/19,2,3,3328230,1,1
1066,12/01/20,29.0,0.0,C29,0,26253,15/09/20,,1,1,317440,1,0
1067,04/01/19,41.0,0.0,C6,2,68596,25/04/16,18/04/19,1,3,1995410,1,1
1069,07/01/19,36.0,1.0,C6,0,55834,12/10/18,28/06/19,2,2,1044180,1,1
1070,12/01/20,33.0,0.0,C8,2,101638,06/02/20,,3,3,872600,2,0
1072,10/01/20,28.0,0.0,C16,2,55648,21/11/16,10/12/20,1,1,8494310,1,1
1073,12/01/20,26.0,0.0,C20,1,67149,31/07/20,,1,1,2174480,4,0
1075,02/01/19,40.0,0.0,C14,1,52480,27/07/18,15/02/19,2,2,0,1,1
1076,07/01/20,29.0,0.0,C13,1,51837,30/11/19,07/05/20,1,1,1305290,1,1
1077,12/01/20,26.0,1.0,C3,0,42768,27/05/18,,1,1,14298980,2,0
